Assc.	Lineage	Superorder	Orders	Family	OrdersEnglish	MYA	ScientificName	EnglishName	NCBI taxon ID	AssemblyId	asmId	sciName	comName	VGPLineage
GCF_036971445.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Torpediniformes	Narcinidae	Electric rays	219	Narcine bancroftii	lesser electric ray	1343680	sNarBan1	GCF_036971445.1_sNarBan1.hap1	Narcine bancroftii	Caribbean electric ray (hap1 2024 refseq)	sharks
GCF_037157495.1	Birds	Core landbirds	Psittaciformes 	Psittacidae	Parrots	54.62	Lathamus discolor	swift parrot	678569	bLatDis1	GCF_037157495.1_bLatDis1.hap1	Lathamus discolor	swift parrot (hap1 2024)	birds
GCF_037176765.1	Reptiles	Squamata	Iguania (Polychrotidae)	Polychrotidae	Anoles	55	Anolis sagrei	brown anole	38937	rAnoSag1	GCF_037176765.1_rAnoSag1.mat	Anolis sagrei	Brown anole (maternal hap 2024 refseq)	reptiles
GCF_037176945.1	Fishes	Sarcopterygii (Lobe-finned fishes)	Coelacanthiformes	Coelacanthidae	Coelacanth, Latimeria chalumae	300	Latimeria chalumnae	African coelacanth	7897	fLatCha2	GCF_037176945.1_fLatCha1.pri	Latimeria chalumnae	coelacanth (fLatCha1 primary hap 2024)	fish
GCF_037993035.1	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Cercopithecidae	Apes & Old World monkeys	30	Macaca fascicularis	crab-eating macaque	9541	T2T-MFA8v1.0	GCF_037993035.1_T2T-MFA8v1.0	Macaca fascicularis	crab-eating macaque (582-1 2024)	primates
GCF_039877785.1	Fishes	Actinopterygii (Ray-finned Fishes)	Chaetodontiformes	Chaetodontidae	Butterflyfishes	66	Chaetodon trifascialis	chevron butterflyfish	109706	fChaTrf1	GCF_039877785.1_fChaTrf1.hap1	Chaetodon trifascialis	chevron butterflyfish (hap1 2024 refseq)	fish
GCF_039906515.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Pseudorca crassidens	false killer whale	82174	mPseCra1	GCF_039906515.1_mPseCra1.hap1	Pseudorca crassidens	false killer whale (hap1 2024 refseq)	mammals
GCF_040182565.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Anser cygnoides	swan goose	8845	bAnsCyg1	GCF_040182565.1_Taihu_goose_T2T_genome	Anser cygnoides	Swan (goose HZ-2024a 2024)	birds
GCF_040807025.1	Birds	Palaeognathae	Struthioniformes	Struthionidae	Ostrich	50.59	Struthio camelus australis	common ostrich	441894	bStrCam1	GCF_040807025.1_bStrCam1.hap1	Struthio camelus	African ostrich (bStrCam1hap1 2024)	birds
GCF_040894005.1	Amphibians	Anura	Neobatrachia > Hyloidea (Leptodactylidae & Centrolenidae)	Leptodactylidae	Tropical frogs + Glass frogs	60	Engystomops pustulosus	tungara frog	76066	aEngPut4	GCF_040894005.1_aEngPut4.maternal	Engystomops pustulosus	Tungara frog (aEngPut4 maternal hap 2024 refseq)	amphibians
GCF_040937935.1	Amphibians	Anura	Neobatrachia > Afrobatrachia> (Hyperoliidae & Brevicipitidae)	Hyperoliidae	Sedge/Bush frogs + African rain frogs	90	Hyperolius riggenbachi	Riggenbach's reed frog	752182	aHypRig1	GCF_040937935.1_aHypRig1.pri	Hyperolius riggenbachi	Riggenbach's reed frog (aHypRig1 primary hap 2024)	amphibians
GCF_040938575.1	Amphibians	Caudata	Salamandroidea > (Ambystomatidae)	Ambystomatidae	Mole salamanders	135	Ambystoma mexicanum x Ambystoma tigrinum	axolotl	8296/8305	aAmbMet2	GCF_040938575.1_UKY_AmexF1_1	Ambystoma mexicanum	axolotl (Mex_15411 2024)	amphibians
GCF_040954835.1	Fishes	Actinopterygii (Ray-finned Fishes)	Lepisosteiformes	Lepisosteidae	Gars	275	Lepisosteus oculatus	spotted gar	7918	fLepOcu1	GCF_040954835.1_fLepOcu1.hap2	Lepisosteus oculatus	spotted gar (fLepOcu1hap2 2024)	fish
GCF_042242105.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pempheriformes	Pempheridae	Sweepers	55	Pempheris klunzingeri	rough bullseye	490270	fPemKlu1	GCF_042242105.1_fPemKlu1.hap1	Pempheris klunzingeri	rouch bullseye (RE-2024b hap1 2024 refseq)	fish
GCF_042477335.2	Mammals	Laurasiatheria	Cetartiodactyla (Ruminantia)	Bovidae	Giraffes/Goats/Sheep/Deers/Cow	60	Ovis canadensis	bighorn sheep	37174	mOviCan1	GCF_042477335.2_ARS-UI_OviCan_v2	Ovis canadensis	bighorn sheep (v2 Bighorn MfBH-ARS-UI-01 2024)	mammals
GCF_043159975.1	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Cercopithecidae	Apes & Old World monkeys	30	Macaca nemestrina	pig-tailed macaque	9545	mMacNem1	GCF_043159975.1_mMacNem.hap1	Macaca nemestrina	pig-tailed macaque (mMacNem1hap1 2024 refseq)	mammals
GCF_043641665.1	Fishes	Actinopterygii (Ray-finned Fishes)	Centrarchiformes	Centrarchidae	Late perches	70	Enoplosus armatus	old wife	215367	fEnoArm2	GCF_043641665.1_fEnoArm2.hap1	Enoplosus armatus	old wife E.armatus (hap1 2024)	fish
GCF_044704955.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Pristiophoriformes	Pristiophoridae	Sawsharks	131	Pristiophorus japonicus	Japanese sawshark	55135	sPriJap1	GCF_044704955.1_sPriJap1.hap1	Pristiophorus japonicus	Japanese sawshark (hap1 2024 refseq)	sharks
GCF_047511675.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Sciuridae)	Sciuridae	Squirrels, Chipmunks	55	Marmota flaviventris	yellow bellied marmot	93162	mMarFla1	GCF_047511675.1_mMarFla1.hap1	Marmota flaviventris	yellow-bellied marmot (hap1 2025 refseq)	mammals
GCF_048164855.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Canidae	Dog-like (Seals/Bears/Racoons)	57	Canis lupus baileyi	Mexican gray wolf	143281	mCanLup2	GCF_048164855.1_mCanLup2.hap1	Canis lupus baileyi	Mexican gray wolf (hap1 2025 refseq)	mammals
GCF_900324465.2	Fishes	Actinopterygii (Ray-finned Fishes)	Anabantiformes	Anabantidae	Labyrinth fishes	75	Anabas testudineus	climbing perch	64144	fAnaTes1	GCF_900324465.2_fAnaTes1.2	Anabas testudineus	climbing perch (v1.2 2018 refseq)	fish
GCF_900324485.2	Fishes	Actinopterygii (Ray-finned Fishes)	Synbranchiformes	Mastacembelidae	Swamp eels	75	Mastacembelus armatus	zig-zag eel	205130	fMasArm1	GCF_900324485.2_fMasArm1.2	Mastacembelus armatus	zig-zag eel (v1.2 2019 refseq)	fish
GCF_900496995.4	Birds	Core landbirds	Accipitriformes	Accipitridae	Eagles/Osprey	60.41	Aquila chrysaetos	European golden eagle	8962	bAquChr1	GCF_900496995.4_bAquChr1.4	Aquila chrysaetos chrysaetos	golden eagle (v1.4 2021)	birds
GCF_900634415.1	Fishes	Actinopterygii (Ray-finned Fishes)	Perciformes	Bovichtidae	Perch-fishes	50	Cottoperca gobio	channel bull blenny	56716	fCotGob3	GCF_900634415.1_fCotGob3.1	Cottoperca gobio	channel bull blenny (2019 refseq)	fish
GCF_900634625.1	Fishes	Actinopterygii (Ray-finned Fishes)	incertae sedis in Ovalentaria	Ambassidae	various - polyphyletic	88	Parambassis ranga	Indian glassy fish	210632	fParRan2	GCF_900634625.1_fParRan2.1	Parambassis ranga	Indian glassy fish (v1 2019)	fish
GCF_900634775.1	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiesociformes	Gobiesocidae	Clingfishes		Gouania willdenowi	blunt-snouted clingfish	441366	fGouWil1	GCF_900634775.1_fGouWil2.1	Gouania willdenowi	blunt-snouted clingfish (v1 2019 refseq)	fish
GCF_900634795.4	Fishes	Actinopterygii (Ray-finned Fishes)	Anabantiformes	Osphronemidae	Labyrinth fishes	75	Betta splendens	Siamese fighting fish	158456	fBetSpl5	GCF_900634795.4_fBetSpl5.4	Betta splendens	Siamese fighting fish (v4 primary hap 2023)	fish
GCF_900700375.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Denticipitidae	Herrings/Anchovies	230	Denticeps clupeoides	denticle herring	299321	fDenClu1	GCF_900700375.1_fDenClu1.1	Denticeps clupeoides	denticle herring (v1 2019)	fish
GCF_900747795.2	Fishes	Actinopterygii (Ray-finned Fishes)	Polypteriformes	Polypteridae	Bichirs/Reedfish	375	Erpetoichthys calabaricus	reedfish	27687	fErpCal1.3	GCF_900747795.2_fErpCal1.3	Erpetoichthys calabaricus	reedfish (2021)	fish
GCF_900880675.1	Fishes	Actinopterygii (Ray-finned Fishes)	Spariformes	Sparidae	Sea breams/Porgies	50	Sparus aurata	gilthead seabream	8175	fSpaAur1	GCF_900880675.1_fSpaAur1.1	Sparus aurata	gilthead seabream (v1 2019)	fish
GCF_900963305.1	Fishes	Actinopterygii (Ray-finned Fishes)	Carangiformes	Echeneidae	Jacks	30	Echeneis naucrates	live sharksucker	173247	fEcheNa1	GCF_900963305.1_fEcheNa1.1	Echeneis naucrates	live sharksucker (v1 2019)	fish
GCF_900964775.1	Fishes	Actinopterygii (Ray-finned Fishes)	Osteoglossiformes	Osteoglossidae	Boney tongue fish	225	Scleropages formosus	golden arowana	113540	fSclFor1	GCF_900964775.1_fSclFor1.1	Scleropages formosus	Asian bonytongue (2019)	fish
GCF_901000725.2	Fishes	Actinopterygii (Ray-finned Fishes)	Tetraodontiformes	Tetraodontidae	Plectognaths	66	Takifugu rubripes	Japanese puffer (torafugu)	31033	fTakRub1	GCF_901000725.2_fTakRub1.2	Takifugu rubripes	torafugu (fTakRub1.2 2019 refseq)	fish
GCF_901001135.1	Amphibians	Gymnophiona	Rhinatrematidae	Rhinatrematidae	Neotropical tailed caecilians	228	Rhinatrema bivittatum	two-lined caecilian	194408	aRhiBiv1	GCF_901001135.1_aRhiBiv1.1	Rhinatrema bivittatum	two-lined caecilian (v1.1 2019 refseq)	amphibians
GCF_901709675.1	Fishes	Actinopterygii (Ray-finned Fishes)	Syngnathiformes	Syngnathidae	Pipefishes/Seahorses	100	Syngnathus acus	greater pipefish	161584	fSynAcu1	GCF_901709675.1_fSynAcu1.2	Syngnathus acus	greater pipefish (v1.2 2020 refseq)	fish
GCF_902148845.1	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniiformes	Blenniidae	Blennies	70	Salarias fasciatus	jewelled blenny	181472	fSalaFa1	GCF_902148845.1_fSalaFa1.1	Salarias fasciatus	jewelled blenny (2019)	fish
GCF_902148855.1	Fishes	Actinopterygii (Ray-finned Fishes)	Kurtiformes	Apogonidae	Kurter/Cardinal perches	75	Sphaeramia orbicularis	orbiculate cardinalfish	375764	fSphaOr1	GCF_902148855.1_fSphaOr1.1	Sphaeramia orbicularis	orbiculate cardinalfish (2019)	fish
GCF_902150065.1	Fishes	Actinopterygii (Ray-finned Fishes)	Holocentriformes	Holocentridae	Squirrelfish/Soldierfish	130	Myripristis murdjan	pinecone soldierfish	586833	fMyrMur1	GCF_902150065.1_fMyrMur1.1	Myripristis murdjan	pinecone soldierfish (2019)	fish
GCF_902167405.1	Fishes	Actinopterygii (Ray-finned Fishes)	Gadiformes	Gadidae	Cods	80	Gadus morhua	Atlantic cod	8049	fGadMor3	GCF_902167405.1_gadMor3.0	Gadus morhua	Atlantic cod (2019)	fish
GCF_902362185.1	Fishes	Actinopterygii (Ray-finned Fishes)	Gonorynchiformes	Chanidae	Milkfish	200	Chanos chanos	milkfish	29144	fChaCha1	GCF_902362185.1_fChaCha1.1	Chanos chanos	milkfish (2019)	fish
GCF_902459465.1	Invertebrates	Echinodermata	Forcipulatida	Asteriidae	Starfish	850	Asterias rubens	common starfish	7604	eAstRub1	GCF_902459465.1_eAstRub1.3	Asterias rubens	European starfish (2020)	echinoderm
GCF_902459505.1	Amphibians	Gymnophiona	Teresomata > (Dermophiidae & Typhlonectidae)	Dermophiidae	Neotropical and African, viviparous, typical caecilians	70	Geotrypetes seraphini	Gaboon caecilian	260995	aGeoSer1	GCF_902459505.1_aGeoSer1.1	Geotrypetes seraphini	Gaboon caecilian (v1.1 2019 refseq)	amphibians
GCF_902500255.1	Fishes	Actinopterygii (Ray-finned Fishes)	Batrachoidiformes	Batrachoididae	Toadfish	135	Thalassophryne amazonica	prehistoric monster fish	390379	fThaAma1	GCF_902500255.1_fThaAma1.1	Thalassophryne amazonica	prehistoric monster fish (2019 refseq)	fish
GCF_902655055.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Lutra lutra	Eurasian otter	9657	mLutLut1	GCF_902655055.1_mLutLut1.2	Lutra lutra	Eurasian river otter (2020)	mammals
GCF_902686445.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Sciuridae)	Sciuridae	Squirrels, Chipmunks	55	Sciurus carolinensis 	grey squirrel	30640	mSciCar1	GCF_902686445.1_mSciCar1.2	Sciurus carolinensis	gray squirrel (2020)	mammals
GCF_902713425.1	Fishes	Actinopterygii (Ray-finned Fishes)	Acipenseriformes	Acipenseridae	Sturgeons/Paddlefishes	350	Acipenser ruthenus	sterlet	7906	fAciRut3	GCF_902713425.1_fAciRut3.2_maternal_haplotype	Acipenser ruthenus	sterlet (maternal hap 2022 refseq)	fish
GCF_902713615.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Carcharhiniformes	Scyliorhinidae	Ground sharks/Hammerhead	169	Scyliorhinus canicula	small-spotted catshark	7830	sScyCan1	GCF_902713615.1_sScyCan1.1	Scyliorhinus canicula	smaller spotted catshark (v1.1 primary hap 2020 refseq)	sharks
GCF_903992535.2	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Cricetidae)	Cricetidae	Hamsters, New World rats & mice, muskrats, voles	50	Arvicola amphibius	European water vole	1047088	mArvAmp1	GCF_903992535.2_mArvAmp1.2	Arvicola amphibius	Eurasian water vole (v2 2021)	mammals
GCF_903995425.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Cricetidae)	Cricetidae	Hamsters, New World rats & mice, muskrats, voles	50	Onychomys torridus	Southern grasshopper mouse	38674	mOncTor1	GCF_903995425.1_mOncTor1.1	Onychomys torridus	southern grasshopper mouse (2020)	mammals
GCF_903995435.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Muridae)	Muridae	Mice, Rats	50	Acomys russatus	golden spiny mouse	60746	mAcoRus1	GCF_903995435.1_mAcoRus1.1	Acomys russatus	golden spiny mouse (2020)	mammals
GCF_904848185.1	Fishes	Actinopterygii (Ray-finned Fishes)	Perciformes	Sparidae	Perch-fishes	50	Acanthopagrus latus	yellowfin sea bream	8177	fAcaLat1	GCF_904848185.1_fAcaLat1.1	Acanthopagrus latus	yellowfin seabream (v.2019 primary hap 2020)	fish
GCF_905171765.1	Amphibians	Anura	Neobatrachia > Hyloidea (Bufonidae)	Bufonidae	True toads	60	Bufo bufo	European toad	8384	aBufBuf1	GCF_905171765.1_aBufBuf1.1	Bufo bufo	common toad (primary hap 2021)	amphibians
GCF_905171775.1	Amphibians	Anura	Neobatrachia > Ranoidea > Natatanura (Ranidae & Pyxicephalidae)	Ranidae	Ranoid frogs	66	Rana temporaria	European common frog	8407	aRanTem1	GCF_905171775.1_aRanTem1.1	Rana temporaria	European common frog (2021)	amphibians
GCF_910594005.1	Mammals	Laurasiatheria	Cetartiodactyla (Ruminantia)	Cervidae	Giraffes/Goats/Sheep/Deers/Cow	60	Cervus elaphus	red deer	9860	mCerEla1	GCF_910594005.1_mCerEla1.1	Cervus elaphus	red deer (2021)	mammals
GCF_910596095.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scombriformes	Scombridae	Mackerels	100	Thunnus maccoyii	southern bluefin tuna	8240	fThuMac1	GCF_910596095.1_fThuMac1.1	Thunnus maccoyii	southern bluefin tuna (primary hap 2021 refseq)	fish
GCF_914725855.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scombriformes	Scombridae	Mackerels	100	Thunnus albacares	yellowfin tuna	8236	fThuAlb1	GCF_914725855.1_fThuAlb1.1	Thunnus albacares	yellowfin tuna (primary hap 2021)	fish
GCF_922984935.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Meles meles	European badger	9662	mMelMel1	GCF_922984935.1_mMelMel3.1_paternal_haplotype	Meles meles	Eurasian badger (v3.1 2021)	mammals
GCF_929443795.1	Birds	Core landbirds	Accipitriformes	Accipitridae	Eagles/Osprey	60.41	Astur gentilis	Northern goshawk	8957	bAccGen1	GCF_929443795.1_bAccGen1.1	Astur gentilis	northern goshawk (v1 primary hap 2022 refseq)	birds
GCF_937001465.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Orcinus orca	killer whale	9733	mOrcOrc1	GCF_937001465.1_mOrcOrc1.1	Orcinus orca	killer whale (2022)	mammals
GCF_947179515.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Muridae)	Muridae	Mice, Rats	50	Apodemus sylvaticus	European woodmouse	10129	mApoSyl1	GCF_947179515.1_mApoSyl1.1	Apodemus sylvaticus	European woodmouse (2022 refseq)	mammals
GCF_947347685.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Pleuronectidae	Flatfishes	60	Pleuronectes platessa	European plaice	8262	fPlePla1	GCF_947347685.1_fPlePla1.1	Pleuronectes platessa	European plaice (primary hap 2022 refseq)	fish
GCF_947461875.1	Birds	Core landbirds	Accipitriformes	Accipitridae	Eagles/Osprey	60.41	Haliaeetus albicilla	white-tailed eagle	8969	bHalAlb1	GCF_947461875.1_bHalAlb1.1	Haliaeetus albicilla	white-tailed eagle (primary hap 2022 refseq)	birds
GCF_949316205.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Pleuronectidae	Flatfishes	60	Platichthys flesus	European flounder	8260	fPlaFle2.1	GCF_949316205.1_fPlaFle2.1	Platichthys flesus	European flounder (primary hap 2023 refseq)	fish
GCF_949316345.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scorpaeniformes	Gasterosteidae	Sticklebacks	40	Pungitius pungitius	ninespine stickleback	134920	fPunPun2.1	GCF_949316345.1_fPunPun2.1	Pungitius pungitius	ninespine stickleback (primary hap 2023 refseq)	fish
GCF_949774975.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Lagenorhynchus albirostris	white-beaked dolphin	27610	mLagAlb1	GCF_949774975.1_mLagAlb1.1	Lagenorhynchus albirostris	white-beaked dolphin (primary hap 2023 refseq)	mammals
GCF_949987515.2	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Iniidae	Whales, dolphines, orcas	54	Delphinus delphis	saddleback dolphin	9728	mDelDel1.1	GCF_949987515.2_mDelDel1.2	Delphinus delphis	saddleback dolphin (v2 primary hap 2024 refseq)	mammals
GCF_949987535.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Balaenoptera acutorostrata	common minke whale	9767	mBalAcu1.1	GCF_949987535.1_mBalAcu1.1	Balaenoptera acutorostrata	minke whale (primary hap 2023 refseq)	mammals
GCF_950005125.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Cricetidae)	Cricetidae	Hamsters, New World rats & mice, muskrats, voles	50	Chionomys nivalis	European snow vole	269649	mChiNiv1	GCF_950005125.1_mChiNiv1.1	Chionomys nivalis	European snow vole (primary hap 2023 refseq)	mammals
GCF_950295315.1	Mammals	Laurasiatheria	Eulipotyphla (Erinaceidae)	Erinaceidae	Hedgehogs	70	Erinaceus europaeus	European hedgehog	9365	mEriEur2.1	GCF_950295315.1_mEriEur2.1	Erinaceus europaeus	western European hedgehog (primary hap 2023 refseq)	mammals
GCF_958295425.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Soleidae	Flatfishes	60	Solea solea	common sole	90069	fSolSol10.1	GCF_958295425.1_fSolSol10.1	Solea solea	common sole (primary hap 2023 refseq)	fish
GCF_963082965.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Gobionidae	Carps/Minnows/Loaches	175	Carassius carassius	common carp	217509	fCarcar2	GCF_963082965.1_fCarCar2.1	Carassius carassius	crucian carp (primary hap 2023 refseq)	fish
GCF_963259705.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Myotis daubentonii	Daubenton's bat	98922	mMyoDau2	GCF_963259705.1_mMyoDau2.1	Myotis daubentonii	Daubenton's bat (primary hap 2023 refseq)	mammals
GCF_963455315.2	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Globicephala melas	long-finned pilot whale	9731	mGloMel1	GCF_963455315.2_mGloMel1.2	Globicephala melas	long-finned pilot whale (v2 primary hap 2024 refseq)	mammals
GCF_963506605.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Zootoca vivipara	European common lizard	8524	rZooViv1	GCF_963506605.1_rZooViv1.1	Zootoca vivipara	common lizard Z.vivipara (primary hap 2023)	reptiles
GCF_963514075.1	Fishes	Actinopterygii (Ray-finned Fishes)	Anguilliformes	Congridae	Eels	150	Conger conger	European conger	82655	fConCon1	GCF_963514075.1_fConCon1.1	Conger conger	European conger (primary hap 2023 refseq)	fish
GCF_963576545.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Pleuronectidae	Flatfishes	60	Limanda limanda	common dab	27771	fLimLim1	GCF_963576545.1_fLimLim1.1	Limanda limanda	common dab (primary hap 2023)	fish
GCF_963584025.1	Fishes	Actinopterygii (Ray-finned Fishes)	Labriformes sensu stricto	Labridae	Wrasses	64	Labrus mixtus	cuckoo wrasse	508554	fLabMix1	GCF_963584025.1_fLabMix1.1	Labrus mixtus	cuckoo wrasse (primary hap 2023)	fish
GCF_963662255.1	Birds	Core landbirds	Passeriformes (Oscines)	Cinclidae	Songbirds	29.59	Cinclus cinclus	white-throated dipper	127875	bCinCin1	GCF_963662255.1_bCinCin1.1	Cinclus cinclus	white-throated dipper (primary hap 2023 refseq)	birds
GCF_963691925.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scombriformes	Scombridae	Mackerels	100	Scomber scombrus	Atlantic mackerel	13677	fScoSco1	GCF_963691925.1_fScoSco1.1	Scomber scombrus	Atlantic mackerel (primary hap 2023 refseq)	fish
GCF_963692335.1	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeriformes	Osmeridae	Freshwater smelts/Noodlefish	140	Osmerus eperlanus	European smelt	29151	fOsmEpe2	GCF_963692335.1_fOsmEpe2.1	Osmerus eperlanus	European smelt (primary hap 2023 refseq)	fish
GCF_963854185.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Clupeidae	Herrings/Anchovies	230	Sardina pilchardus	sardine	27697	fSarPil1	GCF_963854185.1_fSarPil1.1	Sardina pilchardus	sardine (primary hap 2023 refseq)	fish
GCF_963921805.1	Birds	Core waterbirds	Pelicaniformes (Phalacrocoracidae)	Phalacrocoracidae	Cormorants/Anhinga	59.4	Phalacrocorax carbo	great cormorant	9209	bPhaCar2	GCF_963921805.1_bPhaCar2.1	Phalacrocorax carbo	great cormorant (primary hap 2024 refseq)	birds
GCF_963924245.1	Birds	Core waterbirds	Charadriiformes	Laridae	Plovers	65.56	Chroicocephalus ridibundus	black-headed gull	1192867	bChrRid1	GCF_963924245.1_bChrRid1.1	Chroicocephalus ridibundus	black-headed gull (primary hap 2024 refseq)	birds
GCF_963924675.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Phocoenidae	Whales, dolphines, orcas	54	Phocoena phocoena	harbor porpoise	9742	mPhoPho1	GCF_963924675.1_mPhoPho1.1	Phocoena phocoena	harbor porpoise (primary hap 2024 refseq)	mammals
GCF_963924715.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scombriformes	Scombridae	Mackerels	100	Thunnus thynnus	northern bluefin tuna	8237	fThuThy2	GCF_963924715.1_fThuThy2.1	Thunnus thynnus	Atlantic bluefin tuna (primary hap 2024 refseq)	fish
GCF_963930625.1	Mammals	Laurasiatheria	Cetartiodactyla (Ruminantia)	Cervidae	Giraffes/Goats/Sheep/Deers/Cow	60	Muntiacus reevesi	Reeves' muntjac	9886	mMunRee1	GCF_963930625.1_mMunRee1.1	Muntiacus reevesi	Reeves' muntjac (primary hap 2024)	mammals
GCF_963930695.1	Fishes	Actinopterygii (Ray-finned Fishes)	Labriformes sensu stricto	Labridae	Wrasses	64	Labrus bergylta	ballan wrasse	56723	fLabBer1	GCF_963930695.1_fLabBer1.1	Labrus bergylta	ballan wrasse (primary hap 2024 refseq)	fish
GCF_963932015.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Anas acuta	northern pintail	28680	bAnaAcu1	GCF_963932015.1_bAnaAcu1.1	Anas acuta	northern pintail (primary hap 2024 refseq)	birds
GCF_964237555.1	Mammals	Supraprimates (Euarchontoglires)	Lagomorpha (Leporidae)	Leporidae	Rabbits, Hares	49	Oryctolagus cuniculus	European rabbit	9986	mOryCun1	GCF_964237555.1_mOryCun1.1	Oryctolagus cuniculus	rabbit (primary hap 2024 refseq)	mammals
